"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2018-01-30",45400,"DP","P",1700,1930,"EM","2018-01-29T08:40:23Z"
1,"2018-01-30",38810,"4B","F",2100,2100,NA,"2018-01-29T08:40:23Z"
1,"2018-01-30",26800,"4C","F",2400,2400,NA,"2018-01-29T08:40:23Z"
1,"2018-01-31",27440,"1F","F",30,30,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",27730,"1A","P",100,230,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",25410,"03","F",300,300,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",24310,"1B","T",430,730,"Om","2018-01-30T08:44:59Z"
1,"2018-01-31",39560,"2F","P",800,900,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",40320,"2A","P",930,1030,"DM","2018-01-30T08:44:59Z"
1,"2018-01-31",38560,"2B","P",1100,1300,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",37240,"3B","T",1330,1630,"Dm","2018-01-30T08:44:59Z"
1,"2018-01-31",45550,"DP","P",1700,1930,"EM","2018-01-30T08:44:59Z"
1,"2018-01-31",39820,"4B","F",2100,2100,NA,"2018-01-30T08:44:59Z"
1,"2018-01-31",27810,"4C","F",2400,2400,NA,"2018-01-30T08:44:59Z"
1,"2018-02-01",27490,"1F","F",30,30,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",27750,"1A","P",100,230,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",26090,"03","F",300,300,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",25010,"1B","T",430,730,"Om","2018-01-31T08:49:53Z"
1,"2018-02-01",40140,"2F","P",800,900,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",40160,"2A","P",930,1030,"DM","2018-01-31T08:49:53Z"
1,"2018-02-01",38890,"2B","P",1100,1300,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",37680,"3B","T",1330,1630,"Dm","2018-01-31T08:49:53Z"
1,"2018-02-01",46160,"DP","P",1700,1930,"EM","2018-01-31T08:49:53Z"
1,"2018-02-01",40400,"4B","F",2100,2100,NA,"2018-01-31T08:49:53Z"
1,"2018-02-01",28150,"4C","F",2400,2400,NA,"2018-01-31T08:49:53Z"
1,"2018-02-02",27570,"1F","F",30,30,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",27960,"1A","P",100,230,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",26160,"03","F",300,300,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",25110,"1B","T",430,730,"Om","2018-02-01T08:38:47Z"
1,"2018-02-02",39980,"2F","P",800,900,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",40180,"2A","P",930,1030,"DM","2018-02-01T08:38:47Z"
1,"2018-02-02",39280,"2B","P",1100,1300,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",37850,"3B","T",1330,1630,"Dm","2018-02-01T08:38:47Z"
1,"2018-02-02",45780,"DP","P",1700,1930,"EM","2018-02-01T08:38:47Z"
1,"2018-02-02",40030,"4B","F",2100,2100,NA,"2018-02-01T08:38:47Z"
1,"2018-02-02",29970,"4C","F",2400,2400,NA,"2018-02-01T08:38:47Z"
1,"2018-02-03",29840,"1F","F",30,30,NA,"2018-02-02T08:39:10Z"
1,"2018-02-03",30060,"1A","P",100,230,NA,"2018-02-02T08:39:10Z"
1,"2018-02-03",28010,"03","F",300,300,NA,"2018-02-02T08:39:10Z"
1,"2018-02-03",26320,"1B","T",430,730,"Om","2018-02-02T08:39:10Z"
1,"2018-02-03",36230,"2F","P",800,900,NA,"2018-02-02T08:39:10Z"
1,"2018-02-03",38970,"2A","P",930,1030,"DM","2018-02-02T08:39:10Z"
1,"2018-02-03",38970,"2B","P",1100,1300,"DM","2018-02-02T08:39:10Z"
1,"2018-02-03",37490,"3B","T",1330,1630,"Dm","2018-02-02T08:39:10Z"
1,"2018-02-03",42830,"DP","P",1700,1930,"EM","2018-02-02T08:39:10Z"
1,"2018-02-03",36820,"4B","F",2100,2100,NA,"2018-02-02T08:39:10Z"
1,"2018-02-03",28730,"4C","F",2400,2400,NA,"2018-02-02T08:39:10Z"
1,"2018-02-04",28680,"1F","F",30,30,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",28890,"1A","P",100,230,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",26610,"03","F",300,300,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",24680,"1B","T",430,730,"Om","2018-02-03T08:22:31Z"
1,"2018-02-04",31090,"2F","P",800,900,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",34770,"2A","P",930,1030,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",35450,"2B","P",1100,1300,"DM","2018-02-03T08:22:31Z"
1,"2018-02-04",35010,"3B","T",1330,1630,"Dm","2018-02-03T08:22:31Z"
1,"2018-02-04",43160,"DP","P",1700,1930,"EM","2018-02-03T08:22:31Z"
1,"2018-02-04",37960,"4B","F",2100,2100,NA,"2018-02-03T08:22:31Z"
1,"2018-02-04",27900,"4C","F",2400,2400,NA,"2018-02-03T08:22:31Z"
1,"2018-02-05",28430,"1F","F",30,30,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",28920,"1A","P",100,230,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",27770,"03","F",300,300,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",27010,"1B","T",430,730,"Om","2018-02-04T08:30:52Z"
1,"2018-02-05",42900,"2F","P",800,900,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",43310,"2A","P",930,1030,"DM","2018-02-04T08:30:52Z"
1,"2018-02-05",41880,"2B","P",1100,1300,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",40700,"3B","T",1330,1630,"Dm","2018-02-04T08:30:52Z"
1,"2018-02-05",48920,"DP","P",1700,1930,"EM","2018-02-04T08:30:52Z"
1,"2018-02-05",43330,"4B","F",2100,2100,NA,"2018-02-04T08:30:52Z"
1,"2018-02-05",30700,"4C","F",2400,2400,NA,"2018-02-04T08:30:52Z"
1,"2018-02-06",30590,"1F","F",30,30,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",31020,"1A","P",100,230,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",29680,"03","F",300,300,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",28670,"1B","T",430,730,"Om","2018-02-05T08:40:41Z"
1,"2018-02-06",43500,"2F","P",800,900,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",43920,"2A","P",930,1030,"DM","2018-02-05T08:40:41Z"
1,"2018-02-06",43450,"2B","P",1100,1300,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",41810,"3B","T",1330,1630,"Dm","2018-02-05T08:40:41Z"
1,"2018-02-06",49000,"DP","P",1700,1930,"EM","2018-02-05T08:40:41Z"
1,"2018-02-06",43490,"4B","F",2100,2100,NA,"2018-02-05T08:40:41Z"
1,"2018-02-06",30550,"4C","F",2400,2400,NA,"2018-02-05T08:40:41Z"
1,"2018-02-07",30400,"1F","F",30,30,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",30890,"1A","P",100,230,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",29930,"03","F",300,300,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",29290,"1B","T",430,730,"Om","2018-02-06T08:41:09Z"
1,"2018-02-07",44410,"2F","P",800,900,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",44490,"2A","P",930,1030,"DM","2018-02-06T08:41:09Z"
1,"2018-02-07",43000,"2B","P",1100,1300,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",41450,"3B","T",1330,1630,"Dm","2018-02-06T08:41:09Z"
1,"2018-02-07",49030,"DP","P",1700,1930,"EM","2018-02-06T08:41:09Z"
1,"2018-02-07",43590,"4B","F",2100,2100,NA,"2018-02-06T08:41:09Z"
1,"2018-02-07",30880,"4C","F",2400,2400,NA,"2018-02-06T08:41:09Z"
1,"2018-02-08",30080,"1F","F",30,30,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",30850,"1A","P",100,230,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",29650,"03","F",300,300,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",28980,"1B","T",430,730,"Om","2018-02-07T08:37:54Z"
1,"2018-02-08",44580,"2F","P",800,900,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",44550,"2A","P",930,1030,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",45230,"2B","P",1100,1300,"DM","2018-02-07T08:37:54Z"
1,"2018-02-08",43900,"3B","T",1330,1630,"Dm","2018-02-07T08:37:54Z"
1,"2018-02-08",47630,"DP","P",1700,1930,"EM","2018-02-07T08:37:54Z"
1,"2018-02-08",42040,"4B","F",2100,2100,NA,"2018-02-07T08:37:54Z"
1,"2018-02-08",29300,"4C","F",2400,2400,NA,"2018-02-07T08:37:54Z"
1,"2018-02-09",29370,"1F","F",30,30,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",29990,"1A","P",100,230,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",27850,"03","F",300,300,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",26830,"1B","T",430,730,"Om","2018-02-08T08:07:09Z"
1,"2018-02-09",41990,"2F","P",800,900,"DM","2018-02-08T08:07:09Z"
1,"2018-02-09",41110,"2A","P",930,1030,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",41080,"2B","P",1100,1300,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",38960,"3B","T",1330,1630,"Dm","2018-02-08T08:07:09Z"
1,"2018-02-09",45570,"DP","P",1700,1930,"EM","2018-02-08T08:07:09Z"
1,"2018-02-09",40090,"4B","F",2100,2100,NA,"2018-02-08T08:07:09Z"
1,"2018-02-09",29680,"4C","F",2400,2400,NA,"2018-02-08T08:07:09Z"
1,"2018-02-10",29320,"1F","F",30,30,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",29370,"1A","P",100,230,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",27860,"03","F",300,300,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",26200,"1B","T",430,730,"Om","2018-02-09T08:44:23Z"
1,"2018-02-10",35470,"2F","P",800,900,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",37780,"2A","P",930,1030,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",38820,"2B","P",1100,1300,"DM","2018-02-09T08:44:23Z"
1,"2018-02-10",37390,"3B","T",1330,1630,"Dm","2018-02-09T08:44:23Z"
1,"2018-02-10",41970,"DP","P",1700,1930,"EM","2018-02-09T08:44:23Z"
1,"2018-02-10",35770,"4B","F",2100,2100,NA,"2018-02-09T08:44:23Z"
1,"2018-02-10",27080,"4C","F",2400,2400,NA,"2018-02-09T08:44:23Z"
1,"2018-02-11",26440,"1F","F",30,30,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",27470,"1A","P",100,230,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",25750,"03","F",300,300,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",23750,"1B","T",430,730,"Om","2018-02-10T08:36:02Z"
1,"2018-02-11",30490,"2F","P",800,900,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",32270,"2A","P",930,1030,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",33330,"2B","P",1100,1300,"DM","2018-02-10T08:36:02Z"
1,"2018-02-11",32790,"3B","T",1330,1630,"Dm","2018-02-10T08:36:02Z"
1,"2018-02-11",42360,"DP","P",1700,1930,"EM","2018-02-10T08:36:02Z"
1,"2018-02-11",37360,"4B","F",2100,2100,NA,"2018-02-10T08:36:02Z"
1,"2018-02-11",26750,"4C","F",2400,2400,NA,"2018-02-10T08:36:02Z"
1,"2018-02-12",26410,"1F","F",30,30,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",27490,"1A","P",100,230,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",26770,"03","F",300,300,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",24670,"1B","T",430,730,"Om","2018-02-11T08:35:26Z"
1,"2018-02-12",41880,"2F","P",800,900,"DM","2018-02-11T08:35:26Z"
1,"2018-02-12",40750,"2A","P",930,1030,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",39050,"2B","P",1100,1300,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",37680,"3B","T",1330,1630,"Dm","2018-02-11T08:35:26Z"
1,"2018-02-12",46890,"DP","P",1700,1930,"EM","2018-02-11T08:35:26Z"
1,"2018-02-12",40700,"4B","F",2100,2100,NA,"2018-02-11T08:35:26Z"
1,"2018-02-12",28190,"4C","F",2400,2400,NA,"2018-02-11T08:35:26Z"
1,"2018-02-13",28890,"1F","F",30,30,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",29260,"1A","P",100,230,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",28260,"03","F",300,300,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",26920,"L04","F",400,400,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",26040,"1B","T",430,730,"Om","2018-02-12T08:51:26Z"
1,"2018-02-13",41870,"2F","P",800,900,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",42350,"2A","P",930,1030,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",42500,"2B","P",1100,1300,"DM","2018-02-12T08:51:26Z"
1,"2018-02-13",41380,"3B","T",1330,1630,"Dm","2018-02-12T08:51:26Z"
1,"2018-02-13",48410,"DP","P",1700,1930,"EM","2018-02-12T08:51:26Z"
1,"2018-02-13",43250,"4B","F",2100,2100,NA,"2018-02-12T08:51:26Z"
1,"2018-02-13",30340,"4C","F",2400,2400,NA,"2018-02-12T08:51:26Z"
1,"2018-02-14",29570,"1F","F",30,30,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",29770,"1A","P",100,230,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",28880,"03","F",300,300,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",27160,"1B","T",430,730,"Om","2018-02-13T08:45:58Z"
1,"2018-02-14",41150,"2F","P",800,900,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",41920,"2A","P",930,1030,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",42460,"2B","P",1100,1300,"DM","2018-02-13T08:45:58Z"
1,"2018-02-14",42090,"3B","T",1330,1630,"Dm","2018-02-13T08:45:58Z"
1,"2018-02-14",46780,"DP","P",1700,1930,"EM","2018-02-13T08:45:58Z"
1,"2018-02-14",40580,"4B","F",2100,2100,NA,"2018-02-13T08:45:58Z"
1,"2018-02-14",28590,"4C","F",2400,2400,NA,"2018-02-13T08:45:58Z"
1,"2018-02-15",28570,"1F","F",30,30,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",28870,"1A","P",100,230,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",27100,"03","F",300,300,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",25880,"1B","T",430,730,"Om","2018-02-14T08:38:39Z"
1,"2018-02-15",39160,"2F","P",800,900,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",39200,"2A","P",930,1030,"DM","2018-02-14T08:38:39Z"
1,"2018-02-15",37470,"2B","P",1100,1300,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",36040,"3B","T",1330,1630,"Dm","2018-02-14T08:38:39Z"
1,"2018-02-15",45870,"DP","P",1700,1930,"EM","2018-02-14T08:38:39Z"
1,"2018-02-15",40230,"4B","F",2100,2100,NA,"2018-02-14T08:38:39Z"
1,"2018-02-15",29050,"4C","F",2400,2400,NA,"2018-02-14T08:38:39Z"
1,"2018-02-16",28760,"1F","F",30,30,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",29120,"1A","P",100,230,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",27980,"03","F",300,300,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",26660,"1B","T",430,730,"Om","2018-02-15T08:42:07Z"
1,"2018-02-16",40030,"2F","P",800,900,"DM","2018-02-15T08:42:07Z"
1,"2018-02-16",40020,"2A","P",930,1030,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",38360,"2B","P",1100,1300,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",36180,"3B","T",1330,1630,"Dm","2018-02-15T08:42:07Z"
1,"2018-02-16",44690,"DP","P",1700,1930,"EM","2018-02-15T08:42:07Z"
1,"2018-02-16",38510,"4B","F",2100,2100,NA,"2018-02-15T08:42:07Z"
1,"2018-02-16",29340,"4C","F",2400,2400,NA,"2018-02-15T08:42:07Z"
1,"2018-02-17",28730,"1F","F",30,30,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",29020,"1A","P",100,230,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",27590,"03","F",300,300,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",25810,"1B","T",430,730,"Om","2018-02-16T08:42:27Z"
1,"2018-02-17",33740,"2F","P",800,900,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",35230,"2A","P",930,1030,"DM","2018-02-16T08:42:27Z"
1,"2018-02-17",34560,"2B","P",1100,1300,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",32760,"3B","T",1330,1630,"Dm","2018-02-16T08:42:27Z"
1,"2018-02-17",41600,"DP","P",1700,1930,"EM","2018-02-16T08:42:27Z"
1,"2018-02-17",36280,"4B","F",2100,2100,NA,"2018-02-16T08:42:27Z"
1,"2018-02-17",29190,"4C","F",2400,2400,NA,"2018-02-16T08:42:27Z"
1,"2018-02-18",27820,"1F","F",30,30,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",27850,"1A","P",100,230,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",26400,"03","F",300,300,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",24500,"1B","T",430,730,"Om","2018-02-17T08:46:18Z"
1,"2018-02-18",30130,"2F","P",800,900,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",34340,"2A","P",930,1030,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",36270,"2B","P",1100,1300,"DM","2018-02-17T08:46:18Z"
1,"2018-02-18",35800,"3B","T",1330,1630,"Dm","2018-02-17T08:46:18Z"
1,"2018-02-18",43200,"DP","P",1700,1930,"EM","2018-02-17T08:46:18Z"
1,"2018-02-18",36190,"4B","F",2100,2100,NA,"2018-02-17T08:46:18Z"
1,"2018-02-18",27260,"4C","F",2400,2400,NA,"2018-02-17T08:46:18Z"
1,"2018-02-19",26950,"1F","F",30,30,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",27680,"1A","P",100,230,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",26490,"03","F",300,300,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",25810,"1B","T",430,730,"Om","2018-02-18T08:41:17Z"
1,"2018-02-19",41390,"2F","P",800,900,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",42730,"2A","P",930,1030,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",43280,"2B","P",1100,1300,"DM","2018-02-18T08:41:17Z"
1,"2018-02-19",41300,"3B","T",1330,1630,"Dm","2018-02-18T08:41:17Z"
1,"2018-02-19",46780,"DP","P",1700,1930,"EM","2018-02-18T08:41:17Z"
1,"2018-02-19",40170,"4B","F",2100,2100,NA,"2018-02-18T08:41:17Z"
1,"2018-02-19",28450,"4C","F",2400,2400,NA,"2018-02-18T08:41:17Z"
1,"2018-02-20",28330,"1F","F",30,30,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",28460,"1A","P",100,230,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",26440,"03","F",300,300,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",25440,"1B","T",430,730,"Om","2018-02-19T08:42:10Z"
1,"2018-02-20",38310,"2F","P",800,900,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",39320,"2A","P",930,1030,"DM","2018-02-19T08:42:10Z"
1,"2018-02-20",37360,"2B","P",1100,1300,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",35890,"3B","T",1330,1630,"Dm","2018-02-19T08:42:10Z"
1,"2018-02-20",45220,"DP","P",1700,1930,"EM","2018-02-19T08:42:10Z"
1,"2018-02-20",40500,"4B","F",2100,2100,NA,"2018-02-19T08:42:10Z"
1,"2018-02-20",28940,"4C","F",2400,2400,NA,"2018-02-19T08:42:10Z"
1,"2018-02-21",28780,"1F","F",30,30,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",29390,"1A","P",100,230,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",27860,"03","F",300,300,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",26600,"1B","T",430,730,"Om","2018-02-20T08:38:44Z"
1,"2018-02-21",39890,"2F","P",800,900,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",40460,"2A","P",930,1030,"DM","2018-02-20T08:38:44Z"
1,"2018-02-21",38920,"2B","P",1100,1300,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",38390,"3B","T",1330,1630,"Dm","2018-02-20T08:38:44Z"
1,"2018-02-21",46750,"DP","P",1700,1930,"EM","2018-02-20T08:38:44Z"
1,"2018-02-21",41120,"4B","F",2100,2100,NA,"2018-02-20T08:38:44Z"
1,"2018-02-21",29670,"4C","F",2400,2400,NA,"2018-02-20T08:38:44Z"
1,"2018-02-22",29890,"1F","F",30,30,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",30360,"1A","P",100,230,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",28680,"03","F",300,300,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",27580,"1B","T",430,730,"Om","2018-02-21T08:36:34Z"
1,"2018-02-22",40220,"2F","P",800,900,"DM","2018-02-21T08:36:34Z"
1,"2018-02-22",39770,"2A","P",930,1030,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",38390,"2B","P",1100,1300,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",37390,"3B","T",1330,1630,"Dm","2018-02-21T08:36:34Z"
1,"2018-02-22",46020,"DP","P",1700,1930,"EM","2018-02-21T08:36:34Z"
1,"2018-02-22",41180,"4B","F",2100,2100,NA,"2018-02-21T08:36:34Z"
1,"2018-02-22",29600,"4C","F",2400,2400,NA,"2018-02-21T08:36:34Z"
1,"2018-02-23",29810,"1F","F",30,30,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",30430,"1A","P",100,230,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",28800,"03","F",300,300,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",27840,"1B","T",430,730,"Om","2018-02-22T08:43:54Z"
1,"2018-02-23",40560,"2F","P",800,900,"DM","2018-02-22T08:43:54Z"
1,"2018-02-23",40470,"2A","P",930,1030,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",38380,"2B","P",1100,1300,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",35810,"3B","T",1330,1630,"Dm","2018-02-22T08:43:54Z"
1,"2018-02-23",43920,"DP","P",1700,1930,"EM","2018-02-22T08:43:54Z"
1,"2018-02-23",39260,"4B","F",2100,2100,NA,"2018-02-22T08:43:54Z"
1,"2018-02-23",29700,"4C","F",2400,2400,NA,"2018-02-22T08:43:54Z"
1,"2018-02-24",29290,"1F","F",30,30,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",29980,"1A","P",100,230,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",28460,"03","F",300,300,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",26670,"1B","T",430,730,"Om","2018-02-23T08:43:28Z"
1,"2018-02-24",34360,"2F","P",800,900,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",35340,"2A","P",930,1030,"DM","2018-02-23T08:43:28Z"
1,"2018-02-24",32140,"2B","P",1100,1300,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",30420,"3B","T",1330,1630,"Dm","2018-02-23T08:43:28Z"
1,"2018-02-24",41010,"DP","P",1700,1930,"EM","2018-02-23T08:43:28Z"
1,"2018-02-24",36860,"4B","F",2100,2100,NA,"2018-02-23T08:43:28Z"
1,"2018-02-24",29180,"4C","F",2400,2400,NA,"2018-02-23T08:43:28Z"
1,"2018-02-25",28640,"1F","F",30,30,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",28950,"1A","P",100,230,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",27970,"03","F",300,300,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",26010,"1B","T",430,730,"Om","2018-02-24T08:35:20Z"
1,"2018-02-25",30190,"2F","P",800,900,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",33290,"2A","P",930,1030,"DM","2018-02-24T08:35:20Z"
1,"2018-02-25",32250,"2B","P",1100,1300,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",32400,"3B","T",1330,1630,"Dm","2018-02-24T08:35:20Z"
1,"2018-02-25",42960,"DP","P",1700,1930,"EM","2018-02-24T08:35:20Z"
1,"2018-02-25",38900,"4B","F",2100,2100,NA,"2018-02-24T08:35:20Z"
1,"2018-02-25",28880,"4C","F",2400,2400,NA,"2018-02-24T08:35:20Z"
1,"2018-02-26",27830,"1F","F",30,30,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",28630,"1A","P",100,230,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",28540,"03","F",300,300,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",27790,"1B","T",430,730,"Om","2018-02-25T08:19:23Z"
1,"2018-02-26",42140,"2F","P",800,900,"DM","2018-02-25T08:19:23Z"
1,"2018-02-26",41030,"2A","P",930,1030,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",40760,"2B","P",1100,1300,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",39480,"3B","T",1330,1630,"Dm","2018-02-25T08:19:23Z"
1,"2018-02-26",48580,"DP","P",1700,1930,"EM","2018-02-25T08:19:23Z"
1,"2018-02-26",44070,"4B","F",2100,2100,NA,"2018-02-25T08:19:23Z"
1,"2018-02-26",31070,"4C","F",2400,2400,NA,"2018-02-25T08:19:23Z"
1,"2018-02-27",31140,"1F","F",30,30,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",31790,"1A","P",100,230,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",30270,"03","F",300,300,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",29170,"1B","T",430,730,"Om","2018-02-26T08:55:35Z"
1,"2018-02-27",42850,"2F","P",800,900,"DM","2018-02-26T08:55:35Z"
1,"2018-02-27",42490,"2A","P",930,1030,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",40980,"2B","P",1100,1300,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",39570,"3B","T",1330,1630,"Dm","2018-02-26T08:55:35Z"
1,"2018-02-27",48640,"DP","P",1700,1930,"EM","2018-02-26T08:55:35Z"
1,"2018-02-27",44620,"4B","F",2100,2100,NA,"2018-02-26T08:55:35Z"
1,"2018-02-27",31350,"4C","F",2400,2400,NA,"2018-02-26T08:55:35Z"
1,"2018-02-28",31770,"1F","F",30,30,NA,"2018-02-27T08:43:57Z"
1,"2018-02-28",32200,"1A","P",100,230,NA,"2018-02-27T08:43:57Z"
1,"2018-02-28",30950,"03","F",300,300,NA,"2018-02-27T08:43:57Z"
1,"2018-02-28",29940,"1B","T",430,730,"Om","2018-02-27T08:43:57Z"
